ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation,data_quality_flag
467030,male,No,26,Yes,artist,1.0,Low,2.0,Cat_6,A,Complete
461753,female,No,35,Yes,artist,0.0,Low,1.0,Cat_6,B,Complete
464142,female,Yes,76,Yes,artist,1.0,High,2.0,Cat_6,C,Complete
467047,female,No,37,No,homemaker,9.0,Low,1.0,Cat_6,D,Complete
461863,male,No,33,No,doctor,2.0,Low,4.0,Cat_6,A,Complete
460476,male,Yes,52,No,doctor,0.0,Average,4.0,Cat_3,B,Complete
464176,female,Yes,40,Yes,artist,0.0,Low,1.0,Cat_6,B,Complete
463989,male,No,79,No,lawyer,0.0,Low,1.0,Cat_4,D,Complete
462356,male,No,47,Yes,engineer,0.0,Low,3.0,Cat_6,A,Complete
459871,female,Yes,78,No,entertainment,3.0,Average,2.0,Cat_6,A,Complete
466889,male,Yes,50,Yes,executive,0.0,High,4.0,Cat_6,C,Complete
465948,female,Yes,46,Yes,artist,1.0,Average,2.0,Cat_6,B,Complete
461496,male,Yes,47,Yes,homemaker,0.0,Low,1.0,Cat_6,B,Complete
462002,female,No,37,No,artist,0.0,Low,2.0,Cat_6,D,Complete
462592,female,Yes,35,No,artist,11.0,Low,2.0,Cat_4,A,Complete
465816,male,Yes,51,No,executive,9.0,Average,3.0,Cat_4,A,Complete
464343,female,No,51,Yes,artist,1.0,Low,1.0,Cat_6,B,Complete
459692,female,Yes,71,Yes,lawyer,8.0,High,2.0,Cat_6,C,Complete
460543,male,Yes,80,No,lawyer,7.0,Low,0.0,Cat_3,C,Complete
463206,male,Yes,77,No,lawyer,0.0,Low,1.0,Cat_6,A,Complete
467565,male,Yes,60,Yes,artist,0.0,Low,3.0,Cat_6,C,Complete
467691,female,Yes,53,Yes,artist,0.0,Average,3.0,Cat_6,C,Complete
459520,female,Yes,43,Yes,doctor,0.0,Low,1.0,Cat_6,B,Complete
460816,female,Yes,49,No,Not Provided,11.0,Low,2.0,Cat_3,A,Incomplete
464120,male,No,30,No,healthcare,8.0,Low,3.0,Cat_6,A,Complete
463276,male,Yes,42,No,executive,0.0,Average,2.0,Cat_3,A,Complete
462398,female,Yes,62,Yes,artist,1.0,Low,4.0,Cat_4,C,Complete
461006,male,Unknown,22,No,healthcare,1.0,High,0.0,Cat_3,D,Incomplete
463194,female,Yes,48,Yes,artist,0.0,Average,2.0,Cat_3,B,Complete
462974,male,Yes,66,Yes,lawyer,0.0,Low,1.0,Cat_6,D,Complete
463414,male,Yes,25,No,executive,0.0,High,3.0,Cat_1,A,Complete
460958,male,No,26,Yes,healthcare,1.0,Low,5.0,Cat_6,D,Complete
463493,male,Yes,42,Yes,executive,0.0,High,4.0,Cat_6,B,Complete
467540,male,Yes,52,Yes,healthcare,0.0,Average,4.0,Cat_6,C,Complete
466562,female,No,18,No,healthcare,5.0,Low,4.0,Cat_6,D,Complete
459195,female,Yes,58,Yes,artist,1.0,Average,2.0,Cat_6,C,Complete
463352,male,Yes,37,Yes,Not Provided,0.0,Average,4.0,Cat_6,B,Incomplete
463948,male,Yes,39,No,executive,2.0,High,5.0,Cat_6,B,Complete
464949,male,Yes,19,No,executive,0.0,High,3.0,Cat_4,A,Complete
461969,female,Yes,46,No,engineer,9.0,Average,1.0,Cat_4,A,Complete
462127,male,Yes,68,Yes,lawyer,0.0,High,2.0,Cat_6,C,Complete
467512,male,Yes,41,No,artist,0.0,Average,2.0,Cat_6,B,Complete
461366,male,No,25,Yes,healthcare,0.0,Low,1.0,Cat_6,D,Complete
464674,male,Yes,50,No,artist,1.0,Average,5.0,Cat_4,B,Complete
460540,female,Yes,30,No,artist,1.0,Average,2.0,Cat_3,D,Complete
466813,male,Yes,59,Yes,artist,1.0,Low,0.0,Cat_6,A,Complete
459228,female,Yes,52,Yes,artist,0.0,Average,4.0,Cat_6,C,Complete
462615,male,No,31,No,doctor,4.0,Low,7.0,Cat_4,D,Complete
460712,male,Yes,80,Yes,lawyer,0.0,Low,1.0,Cat_6,D,Complete
462945,male,Yes,51,Yes,artist,1.0,Average,4.0,Cat_6,B,Complete
459200,female,Yes,39,Yes,artist,2.0,Average,4.0,Cat_6,C,Complete
465087,male,No,29,Yes,doctor,1.0,Low,4.0,Cat_6,B,Complete
459108,male,No,23,No,healthcare,0.0,Low,5.0,Cat_6,D,Complete
467760,female,Yes,53,Yes,artist,4.0,Average,5.0,Cat_6,C,Complete
464726,male,Yes,33,Yes,executive,11.0,High,9.0,Cat_4,A,Complete
462146,male,Yes,69,Yes,lawyer,0.0,High,4.0,Cat_6,C,Complete
464188,female,No,33,No,doctor,1.0,Low,3.0,Cat_6,D,Complete
461055,female,Yes,52,Yes,engineer,0.0,Average,3.0,Cat_3,B,Complete
461718,female,Yes,48,No,executive,9.0,Average,3.0,Cat_2,B,Complete
467667,male,Yes,28,No,doctor,8.0,Low,2.0,Cat_6,A,Complete
461997,female,No,29,Yes,artist,8.0,Low,1.0,Cat_6,B,Complete
460361,female,Yes,47,Yes,artist,0.0,Low,1.0,Cat_4,B,Complete
460315,female,No,40,No,doctor,14.0,Low,6.0,Cat_7,D,Complete
463021,male,Yes,72,No,lawyer,0.0,High,2.0,,A,Complete
467739,female,Yes,63,No,artist,1.0,Average,4.0,Cat_6,C,Complete
463937,male,No,27,Yes,entertainment,0.0,Low,4.0,Cat_2,C,Complete
462598,female,Yes,38,No,doctor,9.0,Average,5.0,Cat_4,D,Complete
467742,male,Yes,59,Yes,artist,4.0,High,4.0,Cat_6,B,Complete
462918,male,Yes,38,Yes,doctor,11.0,Average,3.0,Cat_6,A,Complete
465308,female,No,22,No,doctor,1.0,Low,4.0,Cat_7,B,Complete
463396,female,No,25,No,doctor,3.0,Low,4.0,Cat_3,C,Complete
466967,male,Yes,49,Yes,artist,1.0,Low,1.0,Cat_6,A,Complete
465145,male,Yes,45,Yes,artist,0.0,Average,2.0,Cat_6,C,Complete
466611,male,No,21,No,marketing,7.0,Low,3.0,Cat_6,B,Complete
463117,female,No,26,No,engineer,0.0,Low,3.0,Cat_6,D,Complete
462056,female,Yes,52,Yes,artist,8.0,Average,4.0,Cat_6,A,Complete
465514,male,No,27,Yes,entertainment,1.0,Low,5.0,Cat_4,D,Complete
460310,male,No,32,No,healthcare,12.0,Low,4.0,Cat_6,D,Complete
461662,female,Yes,89,Yes,lawyer,1.0,High,2.0,Cat_6,A,Complete
464448,male,Yes,39,Yes,artist,1.0,Average,2.0,Cat_6,C,Complete
461473,female,Yes,41,Yes,artist,3.0,Average,3.0,Cat_6,C,Complete
461587,male,No,26,Yes,healthcare,0.0,Low,3.0,Cat_6,B,Complete
459021,male,Yes,45,Yes,artist,7.0,Low,2.0,Cat_2,A,Complete
465861,female,No,40,Yes,entertainment,14.0,Low,1.0,Cat_6,A,Complete
465874,female,No,26,Yes,artist,1.0,Low,2.0,Cat_6,D,Complete
460325,female,No,63,Yes,healthcare,3.0,Low,1.0,Cat_6,B,Complete
460333,female,No,40,No,entertainment,12.0,Low,4.0,Cat_6,A,Complete
467043,male,No,53,Yes,entertainment,4.0,Low,1.0,Cat_6,A,Complete
461937,female,No,41,Yes,doctor,1.0,Low,0.0,Cat_6,B,Complete
467262,female,Yes,77,No,lawyer,1.0,High,2.0,Cat_6,D,Complete
465794,female,No,32,No,Not Provided,0.0,Low,4.0,Cat_4,C,Incomplete
460421,male,Yes,30,Yes,artist,0.0,Low,1.0,Cat_7,B,Complete
462180,female,Yes,60,Yes,engineer,4.0,Average,4.0,Cat_2,B,Complete
462681,female,Yes,59,Yes,entertainment,7.0,Average,2.0,Cat_6,B,Complete
465461,male,Yes,72,No,entertainment,1.0,Average,3.0,Cat_6,C,Complete
459356,male,No,63,Yes,artist,4.0,Low,1.0,Cat_6,A,Complete
459216,female,No,42,Yes,artist,1.0,Low,2.0,Cat_6,A,Complete
465283,male,Yes,53,No,executive,0.0,High,2.0,Cat_6,B,Complete
467450,male,Yes,81,No,executive,9.0,High,2.0,Cat_6,C,Complete
465296,female,Yes,76,Yes,lawyer,5.0,High,3.0,Cat_6,A,Complete
461239,female,No,40,Yes,entertainment,0.0,Low,1.0,Cat_6,D,Complete
463870,female,No,28,No,healthcare,1.0,Low,2.0,Cat_4,A,Complete
467550,male,No,27,Yes,doctor,0.0,Low,2.0,Cat_3,A,Complete
459382,female,No,41,Yes,engineer,0.0,Low,1.0,Cat_6,A,Complete
463134,male,No,29,Yes,entertainment,0.0,Low,1.0,Cat_6,D,Complete
459917,male,No,43,Yes,artist,11.0,Low,1.0,Cat_3,B,Complete
463037,male,Yes,57,Yes,entertainment,1.0,Average,4.0,Cat_6,B,Complete
461209,female,No,31,No,healthcare,9.0,Low,1.0,Cat_6,D,Complete
461524,male,No,68,Yes,lawyer,1.0,Low,1.0,Cat_6,D,Complete
465038,male,Yes,46,No,executive,0.0,High,4.0,Cat_6,A,Complete
461849,male,No,32,No,healthcare,0.0,Low,4.0,Cat_6,A,Complete
459654,male,Yes,51,Yes,artist,5.0,Average,3.0,Cat_6,B,Complete
463620,male,No,19,No,healthcare,1.0,Low,4.0,Cat_2,D,Complete
463794,female,No,32,Yes,healthcare,0.0,Low,5.0,Cat_2,D,Complete
461743,male,Yes,62,Yes,doctor,1.0,High,2.0,Cat_6,C,Complete
466994,male,Yes,47,Yes,artist,1.0,Average,2.0,Cat_6,C,Complete
467210,male,Yes,28,Yes,homemaker,13.0,Average,2.0,Cat_6,B,Complete
460059,female,No,48,No,entertainment,2.0,Low,0.0,Cat_4,D,Complete
466946,male,Yes,61,Yes,entertainment,0.0,Average,2.0,Cat_6,C,Complete
462189,female,No,25,No,marketing,1.0,Low,4.0,Cat_4,B,Complete
466011,male,Yes,74,Yes,lawyer,1.0,High,2.0,Cat_4,B,Complete
462162,male,Yes,38,No,artist,1.0,Low,2.0,Cat_6,B,Complete
463977,male,Yes,28,Yes,healthcare,9.0,High,2.0,Cat_6,B,Complete
466692,female,Unknown,27,No,engineer,1.0,Low,1.0,Cat_5,A,Incomplete
465232,male,Yes,56,Yes,executive,0.0,High,4.0,Cat_6,B,Complete
461018,male,No,25,No,marketing,0.0,Low,3.0,Cat_3,A,Complete
465607,female,No,37,Yes,artist,7.0,Low,2.0,Cat_3,B,Complete
467801,female,Yes,50,Yes,doctor,0.0,Average,2.0,Cat_7,C,Complete
465858,female,Yes,48,Yes,artist,3.0,Low,1.0,Cat_6,A,Complete
467117,male,No,48,Yes,artist,0.0,Low,1.0,Cat_6,A,Complete
462762,male,Yes,48,Yes,artist,0.0,High,4.0,Cat_6,B,Complete
462973,male,Yes,39,Yes,artist,9.0,Average,2.0,Cat_3,B,Complete
466551,male,Yes,36,Yes,artist,9.0,Average,2.0,Cat_6,B,Complete
461569,male,Yes,63,Yes,artist,1.0,Low,1.0,Cat_6,C,Complete
459253,male,Yes,36,Yes,artist,1.0,Average,4.0,Cat_6,C,Complete
467755,male,Yes,37,Yes,artist,6.0,Low,2.0,Cat_6,C,Complete
459943,male,No,42,Yes,entertainment,2.0,Low,3.0,Cat_6,B,Complete
465480,male,Yes,39,No,doctor,1.0,High,2.0,Cat_6,A,Complete
466029,female,No,28,No,executive,0.0,Low,1.0,Cat_2,A,Complete
466806,male,Yes,40,Yes,healthcare,0.0,Low,1.0,Cat_6,D,Complete
466214,female,Yes,88,Yes,lawyer,0.0,Low,2.0,Cat_6,C,Complete
462782,male,Yes,57,Yes,executive,7.0,High,2.0,Cat_4,C,Complete
461479,female,Yes,51,Yes,artist,1.0,Average,3.0,Cat_6,C,Complete
461027,female,Unknown,43,No,engineer,8.0,Average,5.0,Cat_4,A,Incomplete
460494,female,No,28,No,marketing,1.0,Low,4.0,Cat_3,D,Complete
460565,female,Yes,42,No,homemaker,8.0,Average,4.0,Cat_3,C,Complete
465247,male,No,18,No,healthcare,6.0,Low,7.0,Cat_6,D,Complete
465993,female,No,27,No,engineer,0.0,Low,2.0,Cat_6,D,Complete
459463,female,Yes,62,Yes,artist,0.0,Average,3.0,Cat_6,C,Complete
460170,male,Yes,68,No,artist,0.0,Low,1.0,Cat_6,C,Complete
463200,male,Yes,42,Yes,entertainment,0.0,Average,2.0,Cat_4,A,Complete
458986,male,No,18,No,healthcare,7.0,Low,4.0,Cat_6,D,Complete
467390,male,Yes,46,Yes,artist,0.0,Low,2.0,Cat_6,C,Complete
459349,female,Yes,48,Yes,artist,0.0,High,4.0,Cat_6,C,Complete
467144,male,Yes,35,Yes,entertainment,1.0,Low,2.0,Cat_6,A,Complete
460750,male,Yes,56,Yes,entertainment,0.0,Average,2.0,Cat_6,C,Complete
464263,female,Yes,88,Yes,lawyer,1.0,Low,0.0,Cat_6,D,Complete
462644,male,Yes,25,No,engineer,0.0,Average,3.0,Cat_4,D,Complete
463386,female,Yes,43,Yes,doctor,6.0,Low,1.0,Cat_3,B,Complete
463770,male,No,25,No,healthcare,1.0,Low,4.0,Cat_6,D,Complete
459434,female,Yes,78,No,lawyer,1.0,Low,1.0,Cat_6,C,Complete
467417,female,Yes,53,Yes,artist,4.0,Average,6.0,Cat_6,C,Complete
461048,male,Yes,33,Yes,doctor,10.0,Average,2.0,Cat_2,D,Complete
461428,male,No,49,Yes,artist,1.0,Low,1.0,Cat_6,C,Complete
461213,female,No,31,Yes,healthcare,1.0,Low,4.0,Cat_6,A,Complete
464975,male,Yes,65,Yes,doctor,5.0,Low,0.0,Cat_4,A,Complete
461565,male,Yes,51,Yes,entertainment,4.0,Average,2.0,Cat_2,C,Complete
462213,male,No,19,No,doctor,1.0,Low,2.0,Cat_4,D,Complete
467716,male,Yes,41,Yes,artist,4.0,Average,3.0,Cat_6,B,Complete
460285,female,No,57,Yes,doctor,0.0,Low,2.0,Cat_6,B,Complete
461455,female,Yes,35,Yes,artist,0.0,Average,2.0,Cat_6,B,Complete
467920,female,No,40,No,engineer,8.0,Low,1.0,Cat_6,A,Complete
467244,male,No,26,Yes,healthcare,0.0,Low,5.0,Cat_6,D,Complete
463107,male,Yes,86,Yes,lawyer,0.0,Low,2.0,Cat_6,A,Complete
463460,male,Yes,52,Yes,artist,0.0,Average,2.0,Cat_6,B,Complete
462976,female,Yes,50,Yes,engineer,0.0,Average,2.0,Cat_6,C,Complete
467669,male,Yes,82,No,lawyer,0.0,High,2.0,Cat_6,A,Complete
461589,male,Yes,41,Yes,artist,1.0,Average,2.0,Cat_6,B,Complete
463269,male,Yes,36,Yes,entertainment,2.0,Average,2.0,Cat_3,A,Complete
464815,male,Yes,22,No,doctor,2.0,High,9.0,Cat_4,B,Complete
465552,female,Unknown,23,No,healthcare,0.0,Low,7.0,Cat_6,D,Incomplete
463587,female,No,27,No,engineer,1.0,Low,4.0,Cat_6,D,Complete
467200,female,No,75,Yes,lawyer,0.0,Low,2.0,Cat_6,C,Complete
462436,male,No,32,Yes,healthcare,0.0,Low,3.0,Cat_6,D,Complete
463207,female,Yes,51,Yes,artist,1.0,Average,2.0,Cat_6,C,Complete
463853,female,Yes,58,Yes,artist,0.0,Average,4.0,Cat_3,B,Complete
459443,female,Yes,50,Yes,artist,8.0,Average,2.0,Cat_6,B,Complete
466489,male,Yes,55,Yes,homemaker,1.0,Average,4.0,Cat_6,C,Complete
464388,female,No,30,No,engineer,11.0,Low,1.0,Cat_4,D,Complete
467662,male,No,29,Yes,artist,0.0,Low,1.0,Cat_4,D,Complete
466832,female,Yes,69,Yes,artist,0.0,Average,2.0,Cat_4,C,Complete
464496,female,Yes,41,No,marketing,1.0,High,5.0,Cat_3,A,Complete
465271,male,Yes,47,No,executive,0.0,High,5.0,Cat_6,B,Complete
467621,male,Yes,76,Yes,lawyer,1.0,Low,1.0,Cat_6,A,Complete
467526,male,No,21,No,healthcare,0.0,Low,3.0,Cat_6,D,Complete
464050,female,No,30,Yes,artist,0.0,Low,1.0,Cat_6,A,Complete
460510,male,Yes,35,Yes,entertainment,0.0,Average,2.0,Cat_3,C,Complete
462339,male,No,33,Yes,artist,3.0,Low,5.0,Cat_6,A,Complete
467670,male,No,25,No,engineer,0.0,Low,3.0,Cat_6,A,Complete
464844,female,No,31,Yes,healthcare,1.0,Low,4.0,Cat_4,D,Complete
464681,female,Yes,25,No,engineer,4.0,Average,5.0,Cat_4,D,Complete
467640,female,Yes,38,Yes,artist,0.0,Low,3.0,Cat_6,D,Complete
459381,male,Yes,56,Yes,artist,0.0,Low,2.0,Cat_6,B,Complete
461095,female,No,21,No,healthcare,0.0,Low,3.0,Cat_3,D,Complete
464963,female,Yes,47,Yes,entertainment,1.0,Low,2.0,Cat_4,B,Complete
461422,male,Yes,52,Yes,executive,1.0,Average,6.0,Cat_6,B,Complete
460853,female,Yes,63,Yes,artist,1.0,High,3.0,Cat_6,C,Complete
461505,female,Yes,39,No,artist,0.0,High,3.0,Cat_6,B,Complete
467832,female,No,20,No,healthcare,4.0,Low,0.0,,D,Complete
466398,male,No,21,No,healthcare,1.0,Low,4.0,Cat_3,D,Complete
465587,male,Yes,42,Yes,entertainment,0.0,Low,5.0,Cat_3,B,Complete
467109,male,No,38,No,doctor,0.0,Low,5.0,Cat_3,D,Complete
460350,female,No,43,Yes,healthcare,2.0,Low,1.0,Cat_4,D,Complete
466863,female,No,28,No,homemaker,10.0,Low,1.0,Cat_6,D,Complete
459767,male,No,21,No,healthcare,4.0,Low,4.0,Cat_6,D,Complete
465640,male,Yes,50,Yes,artist,7.0,Average,2.0,Cat_6,C,Complete
462903,male,Yes,72,Yes,entertainment,0.0,Average,2.0,Cat_6,B,Complete
463631,male,No,25,No,healthcare,0.0,Low,5.0,Cat_3,D,Complete
467797,male,Yes,58,Yes,artist,1.0,High,2.0,Cat_6,C,Complete
467818,female,Yes,37,Yes,artist,5.0,High,3.0,Cat_6,C,Complete
459120,male,No,23,No,healthcare,5.0,Low,5.0,Cat_2,D,Complete
464905,male,Unknown,81,No,executive,0.0,High,2.0,Cat_4,A,Incomplete
463326,female,No,23,No,healthcare,0.0,Low,3.0,Cat_2,D,Complete
466493,male,Yes,77,No,lawyer,0.0,High,2.0,Cat_6,A,Complete
466847,female,No,33,No,doctor,0.0,Low,2.0,Cat_6,A,Complete
464396,male,Yes,35,Yes,entertainment,1.0,Average,3.0,Cat_6,B,Complete
463946,male,No,25,No,healthcare,4.0,Low,3.0,Cat_4,D,Complete
466687,male,No,22,No,healthcare,0.0,Low,3.0,Cat_6,D,Complete
467908,female,Yes,42,Yes,engineer,0.0,High,4.0,Cat_6,B,Complete
461062,female,No,25,No,executive,1.0,Low,3.0,Cat_6,D,Complete
466526,male,No,33,No,healthcare,1.0,Low,5.0,Cat_2,B,Complete
464423,male,Yes,51,Yes,entertainment,0.0,Average,5.0,Cat_6,C,Complete
465284,female,No,31,No,marketing,8.0,Low,4.0,Cat_6,D,Complete
463530,female,No,32,No,entertainment,12.0,Low,5.0,Cat_6,D,Complete
462415,male,No,32,No,doctor,0.0,Low,1.0,Cat_6,A,Complete
460066,female,No,45,No,marketing,0.0,Low,1.0,Cat_6,D,Complete
464242,male,No,37,Yes,engineer,1.0,Low,3.0,Cat_6,D,Complete
465259,female,No,23,No,healthcare,0.0,Low,4.0,Cat_1,D,Complete
460083,female,No,52,Yes,artist,9.0,Low,1.0,Cat_6,B,Complete
461669,female,Yes,42,No,engineer,0.0,Average,2.0,Cat_6,A,Complete
461060,male,Yes,59,Yes,executive,1.0,High,5.0,Cat_6,C,Complete
459198,female,Yes,66,Yes,artist,0.0,Average,3.0,Cat_6,C,Complete
465362,female,Yes,52,Yes,engineer,0.0,Average,4.0,Cat_6,B,Complete
464678,male,Yes,47,Yes,executive,1.0,High,5.0,Cat_4,C,Complete
464514,male,Yes,42,Yes,artist,0.0,Average,3.0,Cat_7,A,Complete
463848,male,Yes,48,Yes,artist,1.0,Average,4.0,Cat_1,C,Complete
462495,male,Yes,84,No,lawyer,0.0,High,2.0,Cat_6,A,Complete
462144,female,No,39,Yes,artist,3.0,Low,1.0,Cat_6,A,Complete
461000,male,Yes,61,No,marketing,1.0,High,2.0,Cat_3,A,Complete
459319,female,Yes,46,No,artist,1.0,High,2.0,Cat_6,C,Complete
467581,female,Yes,33,Yes,engineer,2.0,Average,2.0,Cat_6,D,Complete
463669,female,Yes,31,Yes,marketing,7.0,High,4.0,Cat_2,A,Complete
460604,female,Yes,41,No,entertainment,9.0,High,2.0,Cat_4,A,Complete
464912,male,Unknown,32,Yes,doctor,0.0,Average,2.0,Cat_4,A,Incomplete
466645,male,Yes,66,Yes,lawyer,5.0,Low,2.0,Cat_6,C,Complete
459715,male,No,20,No,healthcare,2.0,Low,4.0,Cat_6,D,Complete
463828,male,Yes,43,No,engineer,0.0,Average,2.0,Cat_1,C,Complete
467438,male,No,28,No,entertainment,6.0,Low,3.0,Cat_6,A,Complete
463031,female,Yes,38,Yes,artist,1.0,Average,4.0,Cat_6,B,Complete
465219,male,Yes,42,Yes,healthcare,5.0,Low,2.0,Cat_4,C,Complete
467497,male,Yes,51,Yes,artist,1.0,Low,3.0,Cat_6,D,Complete
462112,male,Yes,78,Yes,lawyer,1.0,Low,1.0,Cat_6,D,Complete
461773,male,Yes,69,Yes,entertainment,1.0,High,3.0,Cat_6,B,Complete
465178,female,Yes,89,Yes,lawyer,0.0,High,2.0,Cat_6,B,Complete
465599,female,Yes,47,Yes,healthcare,0.0,Average,6.0,Cat_1,C,Complete
459079,male,Yes,84,Yes,lawyer,0.0,High,2.0,Cat_6,A,Complete
460261,female,Yes,58,Yes,lawyer,1.0,High,4.0,Cat_1,C,Complete
459037,female,No,23,No,engineer,1.0,Low,0.0,Cat_6,D,Complete
465139,male,Yes,40,No,executive,9.0,Average,2.0,Cat_6,D,Complete
465786,female,No,19,No,doctor,0.0,Low,3.0,Cat_4,D,Complete
465847,female,No,40,Yes,lawyer,1.0,Low,1.0,Cat_6,A,Complete
459977,female,No,41,Yes,artist,4.0,Low,1.0,Cat_6,D,Complete
461242,male,Yes,52,Yes,healthcare,1.0,Low,2.0,Cat_6,D,Complete
464995,male,Yes,45,No,executive,3.0,High,4.0,Cat_4,D,Complete
461508,male,No,33,Yes,artist,8.0,Low,1.0,Cat_6,A,Complete
459174,male,No,43,Yes,artist,1.0,Low,2.0,Cat_4,B,Complete
465852,male,Yes,39,Yes,doctor,1.0,Low,2.0,Cat_4,B,Complete
466892,male,Yes,51,Yes,artist,1.0,Average,3.0,Cat_6,C,Complete
463693,male,Yes,35,Yes,artist,9.0,High,3.0,Cat_6,C,Complete
464190,male,No,37,Yes,executive,3.0,Low,1.0,Cat_6,D,Complete
459391,female,No,40,Yes,engineer,1.0,Low,4.0,Cat_6,D,Complete
462390,female,No,28,No,healthcare,0.0,Low,4.0,Cat_3,B,Complete
467177,male,No,69,Yes,marketing,8.0,Low,0.0,Cat_6,A,Complete
461343,male,Yes,27,Yes,artist,6.0,Average,2.0,Cat_6,B,Complete
459661,male,Yes,62,Yes,executive,0.0,High,3.0,Cat_6,C,Complete
459854,female,Yes,57,Yes,artist,0.0,High,2.0,Cat_6,C,Complete
458995,male,Yes,62,No,executive,0.0,High,4.0,Cat_6,B,Complete
459751,male,No,28,No,marketing,0.0,Low,6.0,Cat_6,B,Complete
466951,female,Yes,52,Yes,artist,0.0,High,3.0,Cat_6,C,Complete
459971,female,No,40,Yes,healthcare,8.0,Low,1.0,Cat_6,A,Complete
465370,female,No,53,Yes,artist,0.0,Low,1.0,Cat_6,B,Complete
462178,female,Yes,73,Yes,lawyer,7.0,Low,2.0,Cat_6,A,Complete
463277,female,Yes,26,No,engineer,6.0,Low,2.0,Cat_3,D,Complete
461836,male,Yes,53,Yes,artist,6.0,Average,3.0,Cat_6,C,Complete
466836,female,No,42,Yes,doctor,0.0,Low,1.0,Cat_4,D,Complete
464449,female,No,67,Yes,engineer,0.0,Low,0.0,Cat_6,D,Complete
461443,female,Yes,70,Yes,artist,1.0,Average,2.0,Cat_6,C,Complete
459222,female,Yes,68,Yes,artist,1.0,Average,3.0,Cat_6,C,Complete
459549,male,No,22,No,healthcare,9.0,Low,5.0,Cat_4,D,Complete
462292,male,Yes,65,Yes,artist,1.0,Low,1.0,Cat_6,A,Complete
467505,male,Yes,43,Yes,artist,0.0,Low,4.0,Cat_6,D,Complete
463992,male,Yes,39,Yes,artist,0.0,Average,2.0,Cat_6,B,Complete
459560,male,Yes,89,No,lawyer,1.0,High,2.0,Cat_6,B,Complete
464944,female,Yes,37,Yes,entertainment,0.0,Low,2.0,Cat_4,B,Complete
459333,male,No,29,Yes,healthcare,1.0,Low,2.0,Cat_6,D,Complete
467286,male,No,27,Yes,healthcare,1.0,Low,3.0,Cat_4,D,Complete
459011,male,Yes,88,No,lawyer,1.0,Low,1.0,Cat_6,A,Complete
467076,female,Yes,48,Yes,doctor,0.0,Average,2.0,Cat_6,B,Complete
462577,female,Yes,70,No,marketing,0.0,High,2.0,Cat_4,D,Complete
460346,female,Yes,40,Yes,artist,12.0,Average,0.0,Cat_6,C,Complete
459900,male,No,52,Yes,artist,6.0,Low,1.0,Cat_6,C,Complete
462990,female,No,25,Yes,healthcare,3.0,Low,5.0,Cat_4,D,Complete
464625,female,No,48,Yes,artist,0.0,Low,2.0,Cat_6,B,Complete
464790,female,No,42,Yes,artist,0.0,Low,1.0,Cat_4,C,Complete
460012,female,Yes,50,Yes,artist,1.0,High,3.0,Cat_2,C,Complete
459968,male,No,39,Yes,artist,11.0,Low,1.0,Cat_7,A,Complete
464221,male,Yes,56,Yes,entertainment,0.0,Low,0.0,Cat_4,A,Complete
465031,female,Yes,67,Yes,Not Provided,1.0,Average,2.0,Cat_6,A,Incomplete
465522,female,No,29,Yes,healthcare,2.0,Low,8.0,Cat_5,B,Complete
465212,male,Yes,46,Yes,executive,0.0,High,4.0,Cat_3,B,Complete
461575,male,No,31,No,doctor,1.0,Low,4.0,Cat_6,C,Complete
460001,male,Yes,41,Yes,artist,4.0,Average,2.0,Cat_2,A,Complete
460778,male,No,27,Yes,artist,0.0,Low,8.0,Cat_4,D,Complete
460700,male,Yes,56,Yes,entertainment,1.0,Average,3.0,Cat_6,B,Complete
460616,male,Yes,32,Yes,homemaker,2.0,Average,2.0,Cat_3,C,Complete
462665,female,Yes,59,Yes,artist,4.0,Average,4.0,Cat_7,C,Complete
461945,female,Yes,87,Yes,artist,0.0,Low,1.0,Cat_6,C,Complete
465798,female,No,41,Yes,healthcare,0.0,Low,3.0,Cat_6,C,Complete
461201,female,No,59,Yes,artist,0.0,Low,1.0,Cat_6,C,Complete
465134,female,Yes,55,Yes,entertainment,1.0,Average,5.0,Cat_6,B,Complete
462893,female,Yes,52,No,artist,1.0,Average,3.0,Cat_4,C,Complete
459208,female,Yes,61,Yes,artist,1.0,High,2.0,Cat_3,C,Complete
461896,male,Yes,46,Yes,artist,1.0,Low,1.0,Cat_6,B,Complete
459868,female,Yes,46,Yes,engineer,1.0,Average,2.0,Cat_6,C,Complete
464568,male,Yes,36,Yes,artist,8.0,Average,2.0,Cat_6,B,Complete
462492,male,Yes,36,No,artist,1.0,Average,4.0,Cat_2,B,Complete
467559,male,Yes,58,Yes,executive,0.0,Average,4.0,Cat_6,C,Complete
464277,male,No,25,Yes,artist,2.0,Low,1.0,Cat_6,A,Complete
462798,male,Yes,65,Yes,artist,7.0,High,2.0,Cat_6,C,Complete
461924,female,Yes,89,No,lawyer,1.0,High,3.0,Cat_6,B,Complete
460998,male,No,27,Yes,Not Provided,0.0,Low,3.0,Cat_3,B,Incomplete
463630,male,No,39,Yes,entertainment,1.0,Low,2.0,Cat_6,A,Complete
462173,male,Yes,89,Yes,executive,3.0,Low,3.0,Cat_6,A,Complete
463569,female,Yes,59,No,marketing,1.0,Average,4.0,Cat_1,D,Complete
460044,female,Yes,47,Yes,artist,0.0,Low,2.0,Cat_1,B,Complete
